doi,title,year,cluster,topic_label
10.1002/anie.202308930,Integrated Photochromic‐Photothermal Processes for Catalytic Plastic Upcycling,2023,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1002/pen.760350110,Performance blends based on recycled polymers,1995,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1021/acs.est.8b03118,Polymer Identification of Plastic Debris Ingested by Pelagic-Phase Sea Turtles in the Central Pacific,2018,7,"marine debris, metric tons, human health, u s"
10.1080/00207543.2019.1693656,A GIS-based green supply chain model for assessing the effects of carbon price uncertainty on plastic recycling,2019,6,"supply chain, climate change, environmental impacts, value chain"
10.3390/recycling6040069,Informing the Public and Educating Students on Plastic Recycling,2021,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1002/app.20202,Functional barriers in PET recycled bottles. Part I. Determination of diffusion coefficients in bioriented PET with and without contact with food simulants,2004,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1002/pc.20782,Effects of the accelerated freeze‐thaw cycling on physical and mechanical properties of wood flour‐recycled thermoplastic composites,2009,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1021/acs.macromol.2c00272,Mechanically Robust Supramolecular Plastics with Energy-Saving and Highly Efficient Closed-Loop Recyclability,2022,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1016/j.polymdegradstab.2022.110082,Restabilization – 30 years of research for quality improvement of recycled plastics review,2022,6,"supply chain, climate change, environmental impacts, value chain"
10.1002/gch2.201900074,Chemical Recycling of Plastics by Microwave‐Assisted High‐Temperature Pyrolysis,2020,7,"marine debris, metric tons, human health, u s"
10.1002/pc.26143,Sustainable approach to produce <scp>3D</scp>‐printed continuous carbon fiber composites: “A comparison of virgin and recycled <scp>PETG”</scp>,2021,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.2516/ogst:1998010,Thermodynamic Aspects of Supercritical Fluids Processing: Applications of Polymers and Wastes Treatment,1998,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1061/(asce)0899-1561(2007)19:2(130),Creep Behavior of Recycled Plastic Lumber in Slope Stabilization Applications,2007,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1016/j.polymdegradstab.2024.110698,Plastic pretreatment: The key for efficient enzymatic and biodegradation processes,2024,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1016/j.jcomc.2022.100253,"Reducing the environmental impacts of plastics while increasing strength: Biochar fillers in biodegradable, recycled, and fossil-fuel derived plastics",2022,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1128/aem.01842-21,Antarctic Polyester Hydrolases Degrade Aliphatic and Aromatic Polyesters at Moderate Temperatures,2021,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1016/j.spc.2021.09.025,Can plastics from end-of-life vehicles be managed in a sustainable way?,2021,6,"supply chain, climate change, environmental impacts, value chain"
10.1007/s11625-022-01261-5,From shops to bins: a case study of consumer attitudes and behaviours towards plastics in a UK coastal city,2023,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1016/j.asej.2023.102121,Mechanical performance of fiber-reinforced concrete and functionally graded concrete with natural and recycled aggregates,2023,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1186/s44316-024-00011-0,Recent trends in microbial and enzymatic plastic degradation: a solution for plastic pollution predicaments,2024,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1080/02652039409374248,Testing and evaluation of recycled plastics for food packaging use—possible migration through a functional barrier,1994,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.2355/isijinternational.42.suppl_s10,Development of Waste Plastics Recycling Process Using Coke Ovens,2002,6,"supply chain, climate change, environmental impacts, value chain"
10.1016/j.jclepro.2022.132625,Life cycle assessment of mechanical recycling of post-consumer polyethylene flexible films based on a real case in Spain,2022,7,"marine debris, metric tons, human health, u s"
10.1021/acssuschemeng.2c05880,Conversion of Polystyrene Plastic into Aviation Fuel through Microwave-Assisted Pyrolysis as Affected by Iron-Based Microwave Absorbents,2023,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3390/su132313266,Towards Higher Quality of Recycled Plastics: Limitations from the Material’s Perspective,2021,7,"marine debris, metric tons, human health, u s"
10.1061/(asce)mt.1943-5533.0003946,Potential Alternative to Styrene–Butadiene–Styrene for Asphalt Modification Using Recycled Rubber–Plastic Blends,2021,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1016/j.wasman.2022.10.003,Application of carbon nanotube prepared from waste plastic to phase change materials: The potential for battery thermal management,2022,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1039/c8ay02755b,Rapid classification of plastics by laser-induced breakdown spectroscopy (LIBS) coupled with partial least squares discrimination analysis based on variable importance (VI-PLS-DA),2019,6,"supply chain, climate change, environmental impacts, value chain"
10.1080/14680629.2019.1588776,Use of plastic wastes from greenhouse in asphalt mixes manufactured by dry process,2019,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1007/s10163-021-01297-2,China’s ban of imported recyclable waste and its impact on the waste plastic recycling industry in China and Taiwan,2021,7,"marine debris, metric tons, human health, u s"
10.1016/j.spc.2021.11.005,Unpacking the complexity of the UK plastic packaging value chain: A stakeholder perspective,2021,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1021/acs.orglett.1c02285,Nickel-Catalyzed Cyanation of Aryl Thioethers,2021,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1177/147776060402000102,Polymer Mechanical Recycling: Downcycling or Upcycling?,2004,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/polym13162618,"Polypropylene Contamination in Post-Consumer Polyolefin Waste: Characterisation, Consequences and Compatibilisation",2021,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/polym13050771,Long Term Exposure to Virgin and Recycled LDPE Microplastics Induced Minor Effects in the Freshwater and Terrestrial Crustaceans Daphnia magna and Porcellio scaber,2021,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1016/j.rineng.2022.100868,Selective recovery of metals from spent mobile phone lithium-ion batteries through froth flotation followed by magnetic separation procedure,2022,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1016/j.cogsc.2023.100871,Clarifying European terminology in plastics recycling,2023,7,"marine debris, metric tons, human health, u s"
10.1080/135048500352068,Consumers' willingness to pay for recycled content in plastic kitchen garbage bags: a hedonic price approach,2000,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1021/acs.energyfuels.3c04109,Review on Catalytic Depolymerization of Polyolefin Waste by Hydrogenolysis: State-of-the-Art and Outlook,2024,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1021/acssuschemeng.9b03339,Reclaimed Rubber in Situ Grafted with Soybean Oil as a Novel Green Reactive Plasticizer in SBR/Silica Compounds,2019,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1108/srj-12-2019-0411,Conceptualizing reverse logistics to plastics recycling system,2020,7,"marine debris, metric tons, human health, u s"
10.3390/molecules27010098,Pretreatment of Plastic Waste: Removal of Colorants from HDPE Using Biosolvents,2021,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3141/1714-01,Slope Stabilization with Recycled Plastic Pins,2000,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.3354/meps083045,Construction materials in estuaries: reduction in the epibiotic community on chromated copper arsenate (CCA) treated wood,1992,7,"marine debris, metric tons, human health, u s"
10.1515/polyeng-2013-0027,Dissolution/reprecipitation technique for waste polyolefin recycling using new pure and blend organic solvents,2013,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1061/(asce)mt.1943-5533.0001700,Effect of Recycled Acrylic-Based Polymers on Bond Stress-Slip Behavior in Reinforced Concrete Structures,2016,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1002/anie.202404492,Structural Elucidation of a Metagenomic Urethanase and Its Engineering Towards Enhanced Hydrolysis Profiles,2024,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3390/jcs6070194,Development of Wood Polymer Composites from Recycled Wood and Plastic Waste: Thermal and Mechanical Properties,2022,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1016/j.scitotenv.2023.166090,Evaluating the generation of microplastics from an unlikely source: The unintentional consequence of the current plastic recycling process,2023,7,"marine debris, metric tons, human health, u s"
10.1021/acs.macromol.1c01910,Blending Polyurethane Thermosets Using Dynamic Urethane Exchange,2021,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1108/apjml-04-2020-0274,Sustainable plastic clothing and brand luxury: a discussion of contradictory consumer behaviour,2020,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1016/j.jclepro.2021.128580,Environmental life cycle assessment of the incorporation of recycled high-density polyethylene to polyethylene pipe grade resins,2021,6,"supply chain, climate change, environmental impacts, value chain"
10.3390/ijerph182212042,The Management of Agriculture Plastic Waste in the Framework of Circular Economy. Case of the Almeria Greenhouse (Spain),2021,6,"supply chain, climate change, environmental impacts, value chain"
10.1016/j.polymdegradstab.2021.109689,Investigations on the influence of multiple extrusion on the degradation of polyolefins,2021,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
